"gsis_id","full_name","position","nfl_team","sleeper_id","pfr_id","espn_id","yahoo_id"
"00-0033357","Taysom Hill","TE","FA","4381","HillTa00","2468609","30614"
"00-0033757","Robert Tonyan","TE","PIT","4602","TonyRo00","2975674","30777"
"00-0033748","Tion Green","RB","FA","4596","GreeTi00","2979825","30768"
"00-0033838","Trey Edmunds","RB","FA","4696","EdmuTr00","2970090","30850"
"00-0033376","Patrick Ricard","RB","NYG","4353","RicaPa00","2975417","30592"
"00-0033251","Zach Pascal","WR","FA","4319","PascZa00","2978109","30502"
"00-0033658","Blake Jarwin","TE","FA","4571","JarwBl00","2991767","30784"
"00-0034054","River Cracraft","WR","FA","4854","CracRi00","3052056","30955"
"00-0033733","Greg Ward","WR","FA","6744","WardGr02","3040035","30715"
"00-0033367","C.J. Board","WR","FA","4344","BoarC.00","2973626","30513"
"00-0034011","Dan Arnold","TE","FA","4741","ArnoDa00","4212989","30891"
"00-0033627","Jason Croom","TE","FA","4536","CrooJa00","2972240","30594"
"00-0033246","Johnny Mundt","TE","PHI","4314","MundJo00","3052096","30373"
"00-0033319","Nick Mullens","QB","FA","4464","MullNi00","3059989","30563"
"00-0033439","Pharaoh Brown","TE","FA","4443","BrowPh01","2971281","30627"
"00-0032950","Carson Wentz","QB","MIN","3161","WentCa00","2573079","29236"
"00-0033106","Jared Goff","QB","DET","3163","GoffJa00","3046779","29235"
"00-0033108","Paxton Lynch","QB","FA","3170","LyncPa00","2977881","29260"
"00-0033119","Jacoby Brissett","QB","ARI","3257","BrisJa00","2578570","29325"
"00-0033104","Cody Kessler","QB","FA","3205","KessCo00","2577243","29327"
"00-0032784","Kevin Hogan","QB","FA","3318","HogaKe00","2577128","29396"
"00-0033077","Dak Prescott","QB","DAL","3294","PresDa01","2577417","29369"
"00-0032434","Brandon Allen","QB","FA","3357","AlleBr00","2574511","29435"
"00-0032436","Jeff Driskel","QB","WAS","3362","DrisJe00","2574630","29441"
"00-0033045","Ezekiel Elliott","RB","FA","3164","ElliEz00","3051392","29238"
"00-0032764","Derrick Henry","RB","BAL","3198","HenrDe00","3043078","29279"
"00-0032393","C.J. Prosise","RB","FA","3204","ProsC.00","2980148","29324"
"00-0032426","Alex Collins","RB","FA","3327","CollAl00","3046409","29405"
"00-0032972","Devontae Booker","RB","FA","3209","BookDe00","3122866","29370"
"00-0033118","Kenyan Drake","RB","FA","3242","DrakKe00","2979843","29307"
"00-0032417","Paul Perkins","RB","FA","3211","PerkPa00","2971589","29383"
"00-0032411","Kenneth Dixon","RB","FA","3208","DixoKe00","2971888","29368"
"00-0032780","Jordan Howard","RB","FA","3306","HowaJo00","3060022","29384"
"00-0032975","Jonathan Williams","RB","FA","3312","WillJo07","2980077","29390"
"00-0032782","Wendell Smallwood","RB","FA","3309","SmalWe00","3042429","29387"
"00-0032741","Peyton Barber","RB","FA","3594","BarbPe01","3051902","29560"
"00-0032404","Tyler Ervin","RB","FA","3280","ErviTy00","2573974","29353"
"00-0032377","Josh Ferguson","RB","FA","3453","FergJo02","2576165","29599"
"00-0032902","Kenneth Farrow","RB","FA","3532","FarrKe02","2575553","29518"
"00-0032951","Laquon Treadwell","WR","IND","3155","TreaLa00","3051889","29257"
"00-0032966","Corey Coleman","WR","FA","3177","ColeCo00","2978929","29249"
"00-0033127","Will Fuller","WR","FA","3157","FullWi01","3052876","29255"
"00-0032760","Josh Doctson","WR","FA","3178","DoctJo00","2576019","29256"
"00-0032659","Roger Lewis","WR","FA","3519","LewiRo03","3125745","29855"
"00-0033009","Tyler Boyd","WR","FA","3225","BoydTy00","3045144","29288"
"00-0033069","Braxton Miller","WR","FA","3203","MillBr03","2570987","29319"
"00-0032765","Michael Thomas","WR","FA","3199","ThomMi05","2976316","29281"
"00-0032694","Jalin Marshall","WR","FA","3492","MarsJa01","3051400","29791"
"00-0033060","Leonte Carroo","WR","FA","3253","CarrLe00","2982804","29320"
"00-0032977","Rashard Higgins","WR","FA","3328","HiggRa00","3042910","29406"
"00-0032778","Tajae Sharpe","WR","FA","3297","SharTa00","2982828","29374"
"00-0032385","Sterling Shepard","WR","FA","3200","ShepSt00","2976592","29274"
"00-0033111","Pharoh Cooper","WR","FA","3278","CoopPh00","3048897","29351"
"00-0032626","Geronimo Allison","WR","FA","3503","AlliGe01","3115913","29719"
"00-0032400","Malcolm Mitchell","WR","FA","3273","MitcMa01","2578553","29346"
"00-0032959","Charone Peake","WR","FA","3396","PeakCh00","2576498","29475"
"00-0033114","Mike Thomas","WR","FA","3652","ThomMi04","3123986","29440"
"00-0033090","Hunter Henry","TE","NEP","3214","HenrHu00","3046439","29269"
"00-0032392","Austin Hooper","TE","ATL","3202","HoopAu00","3043275","29315"
"00-0033110","Tyler Higbee","TE","LAR","3271","HigbTy00","2573401","29344"
"00-0032394","Nick Vannett","TE","BAL","3258","VannNi00","2576399","29328"
"00-0032429","Jerell Adams","TE","FA","3340","AdamJe01","2978727","29418"
"00-0032599","Joshua Perkins","TE","FA","3668","PerkJo02","2578377","29654"
"00-0032398","Chris Moore","WR","FA","3269","MoorCh00","2576581","29341"
"00-0033079","Ricardo Louis","WR","MIA","3275","LouiRi00","2971023","29348"
"00-0032775","Demarcus Robinson","WR","SFO","3286","RobiDe01","3043116","29360"
"00-0033080","Seth DeValve","TE","FA","3296","DevaSe00","2566659","29372"
"00-0032423","Trevor Davis","WR","FA","3319","DaviTr03","2573343","29397"
"00-0033040","Tyreek Hill","WR","FA","3321","HillTy00","3116406","29399"
"00-0032956","Andy Janovich","RB","FA","3332","JanoAn00","2974317","29410"
"00-0032791","Jakeem Grant","WR","FA","3342","GranJa00","2577641","29420"
"00-0032792","Nate Sudfeld","QB","FA","3343","SudfNa00","2979501","29421"
"00-0032794","Dan Vitale","RB","FA","3353","VitaDa00","2974365","29431"
"00-0032897","Derek Watt","RB","FA","3354","WattDe00","2576450","29432"
"00-0032795","Cody Core","WR","MIA","3355","CoreCo00","2980378","29433"
"00-0032450","Dwayne Washington","RB","FA","3391","WashDw00","3002265","29470"
"00-0032940","DeAndre Washington","RB","FA","3300","WashDe00","2577654","29377"
"00-0032725","Stephen Anderson","TE","FA","3496","AndeSt01","2576854","29789"
"00-0032964","Byron Marshall","RB","FA","3491","MarsBy01","2971289","29680"
"00-0032661","Ben Braunecker","TE","FA","3465","BrauBe00","2969241","29913"
"00-0032577","D.J. Foster","RB","FA","3488","FostD.01","2978124","29872"
"00-0032707","Andy Jones","WR","FA","3702","JoneAn01","2982761","29893"
"00-0032371","Rob Kelley","RB","FA","3657","KellRo00","2575408","29694"
"00-0033025","Jalen Richard","RB","FA","3868","RichJa01","2972091","30000"
"00-0032543","Alex Erickson","WR","FA","3433","EricAl01","2977800","29703"
"00-0032935","Johnny Holton","WR","FA","3476","HoltJo00","3056906","29958"
"00-0032362","Maurice Harris","WR","FA","3650","HarrMa05","2576868","29638"
"00-0032881","Tommylee Lewis","WR","FA","3614","LewiTo00","2574918","29854"
"00-0032918","C.J. Ham","RB","FA","3832","HamxC.00","4012556","29951"
"00-0033164","Troymaine Pope","RB","FA","3934","PopeTr00","2983319","30061"
"00-0032688","Robbie Chosen","WR","WAS","3423","AndeRo04","2574808","29785"
"00-0032355","Chester Rogers","WR","FA","3582","RogeCh02","2983209","29609"
"00-0032724","Bryce Treggs","WR","FA","3797","TregBr00","2978219","29775"
"00-0032475","Tanner McEvoy","WR","FA","3788","McEvTa01","2577684","29825"
"00-0031484","Chris Manhertz","TE","NYG","3048","ManhCh00","2531358","28365"
"00-0032745","Alan Cross","TE","FA","3595","CrosAl00","2586700","29571"
"00-0032464","Kalif Raymond","WR","CHI","3634","RaymKa00","2973405","29631"
"00-0032602","J.D. McKissic","RB","FA","3664","McKiJ.00","2572861","29650"
"00-0032813","Elijhaa Penny","RB","FA","3803","PennEl00","2575965","29906"
"00-0032980","Marcus Johnson","WR","FA","3445","JohnMa07","2971718","29678"
"00-0033258","Darrell Daniels","TE","FA","4323","DaniDa02","3052166","30523"
"00-0033094","Marvin Hall","WR","FA","3895","HallMa02","2578369","30023"
"00-0033006","Jaydon Mickens","WR","FA","3852","MickJa01","2978308","29978"
"00-0031503","Jameis Winston","QB","NYG","2306","WinsJa00","2969939","28389"
"00-0032268","Marcus Mariota","QB","WAS","2307","MariMa01","2576980","28390"
"00-0031589","Brett Hundley","QB","FA","2450","HundBr00","2577189","28535"
"00-0031568","Bryce Petty","QB","FA","2408","PettBr01","2466005","28491"
"00-0032245","Sean Mannion","QB","FA","2394","MannSe00","2517017","28477"
"00-0032241","Todd Gurley","RB","FA","2315","GurlTo01","2977644","28398"
"00-0032144","Melvin Gordon","RB","FA","2320","GordMe00","2576434","28403"
"00-0032058","Tevin Coleman","RB","FA","2378","ColeTe01","2979477","28461"
"00-0032209","T.J. Yeldon","RB","FA","2341","YeldT.00","2976516","28424"
"00-0031590","Jay Ajayi","RB","FA","2452","AjayJa00","2573300","28537"
"00-0032104","Ameer Abdullah","RB","JAC","2359","AbduAm00","2576336","28442"
"00-0031569","Jeremy Langford","RB","FA","2411","LangJe00","2515416","28494"
"00-0032257","Duke Johnson","RB","FA","2382","JohnDu00","2969962","28465"
"00-0032133","David Cobb","RB","FA","2441","CobbDa00","2576303","28526"
"00-0031577","Javorius Allen","RB","FA","2430","AlleJa01","2577253","28513"
"00-0032152","Karlos Williams","RB","FA","2458","WillKa01","2576817","28543"
"00-0031599","Cameron Artis-Payne","RB","FA","2477","ArtiCa00","3043097","28562"
"00-0031939","Matt Jones","RB","FA","2400","JoneMa04","2980105","28483"
"00-0032063","Mike Davis","RB","FA","2431","DaviMi01","3025433","28514"
"00-0031897","Thomas Rawls","RB","FA","2585","RawlTh00","2576237","28714"
"00-0031743","Akeem Hunt","RB","FA","2731","HuntAk01","2576408","28874"
"00-0032187","David Johnson","RB","FA","2391","JohnDa08","2508176","28474"
"00-0031544","Amari Cooper","WR","FA","2309","CoopAm00","2976499","28392"
"00-0031547","DeVante Parker","WR","FA","2319","ParkDe01","2576623","28402"
"00-0031545","Kevin White","WR","FA","2312","WhitKe00","3042435","28395"
"00-0032166","Sammie Coates","WR","FA","2392","CoatSa00","2574549","28475"
"00-0031560","Jaelen Strong","WR","FA","2375","StroJa01","3043263","28458"
"00-0032218","Dorial Green-Beckham","WR","FA","2345","GreeDo00","2971433","28428"
"00-0031549","Nelson Agholor","WR","FA","2325","AghoNe00","2971618","28408"
"00-0031934","Devin Smith","WR","FA","2342","SmitDe04","2576395","28425"
"00-0032170","Rashad Greene","WR","FA","2442","GreeRa00","2576785","900026"
"00-0031941","Jamison Crowder","WR","FA","2410","CrowJa00","2576716","28493"
"00-0031570","Justin Hardy","WR","FA","2412","HardJu00","2518678","28495"
"00-0031588","Stefon Diggs","WR","WAS","2449","DiggSt00","2976212","28534"
"00-0032211","Tyler Lockett","WR","FA","2374","LockTy00","2577327","28457"
"00-0032208","Phillip Dorsett","WR","FA","2334","DorsPh00","2579604","28417"
"00-0032054","Breshad Perriman","WR","FA","2331","PerrBr02","2972460","28414"
"00-0031854","Chris Harper","WR","FA","2721","HarpCh01","2978196","28985"
"00-0032055","Devin Funchess","TE","FA","2346","FuncDe00","2977609","28429"
"00-0031558","Maxx Williams","TE","FA","2360","WillMa04","2970726","28443"
"00-0032117","Nick O'Leary","TE","LVR","2495","OLeaNi00","2576804","28582"
"00-0032227","Jeff Heuerman","TE","FA","2397","HeueJe00","2576389","28480"
"00-0032139","Ben Koyack","TE","FA","2528","KoyaBe00","2579846","28617"
"00-0032256","Clive Walford","TE","FA","2373","WalfCl00","2512593","28456"
"00-0032135","Jesse James","TE","FA","2463","JameJe00","2979590","28548"
"00-0032214","Tyler Kroft","TE","FA","2390","KrofTy00","2582410","28473"
"00-0032062","Blake Bell","TE","FA","2422","BellBl00","2514206","28505"
"00-0032128","Chris Conley","WR","FA","2381","ConlCh00","2578533","28464"
"00-0032200","Ty Montgomery","RB","FA","2399","MontTy01","2577134","28482"
"00-0031610","Darren Waller","TE","CAR","2505","WallDa01","2576925","28592"
"00-0031665","Zach Zenner","RB","FA","2560","ZennZa00","2521161","28887"
"00-0031585","MyCole Pruitt","TE","FA","2446","PruiMy00","2508256","28531"
"00-0032134","C.J. Uzomah","TE","FA","2460","UzomC.00","2574576","28545"
"00-0032112","J.J. Nelson","WR","FA","2462","NelsJJ00","2515759","28547"
"00-0031595","Michael Burton","RB","CLE","2471","BurtMi00","2515270","28556"
"00-0031598","Nick Boyle","TE","FA","2474","BoylNi00","2574591","28559"
"00-0031951","James O'Shaughnessy","TE","FA","2476","O'ShJa00","2508079","28561"
"00-0031600","Keith Mumphery","WR","FA","2478","MumpKe00","2515420","28563"
"00-0032115","Kaelin Clay","WR","FA","2485","ClayKa00","2516957","28572"
"00-0031609","A.J. Derby","TE","FA","2503","DerbA.00","3046413","28590"
"00-0031612","Aaron Ripkowski","RB","FA","2507","HarrAl00","2574010","28594"
"00-0032120","Neal Sterling","TE","FA","2519","SterNe00","2513770","28608"
"00-0031959","Marcus Murphy","RB","FA","2529","MurpMa03","2514123","28618"
"00-0032141","Geoff Swaim","TE","FA","2545","SwaiGe00","3046704","28634"
"00-0032156","Trevor Siemian","QB","FA","2549","SiemTr00","2511109","28638"
"00-0031806","Malcolm Brown","RB","FA","2588","BrowMa03","2570986","28990"
"00-0032160","Tyrell Williams","WR","FA","2583","WillTy00","2587819","28691"
"00-0031763","DeAndre Carter","WR","FA","2750","CartDe02","2580216","28947"
"00-0031697","Jordan Taylor","WR","FA","2685","TaylJo01","2515662","28727"
"00-0031731","Corey Grant","RB","FA","2729","GranCo00","2515934","28847"
"00-0032250","Kasen Williams","WR","FA","2611","WillKa02","2578394","29152"
"00-0031757","Lucky Whitehead","WR","FA","2789","WhitLu00","3052735","29024"
"00-0031900","Rod Smith","RB","FA","2892","SmitRo06","2512197","28718"
"00-0031682","Terron Ward","RB","FA","2621","WardTe00","2577023","28832"
"00-0031687","Raheem Mostert","RB","LVR","2749","MostRa00","2576414","28654"
"00-0031868","Damiere Byrd","WR","FA","2673","ByrdDa00","2577667","28730"
"00-0031912","Cameron Meredith","WR","FA","2699","MereCa00","2520698","28697"
"00-0031818","Bradley Marquez","WR","FA","2803","MarqBr00","2577645","29001"
"00-0031800","Taylor Heinicke","QB","FA","2711","HeinTa00","2565969","28839"
"00-0032009","Adam Humphries","WR","FA","2822","HumpAd00","2576491","29070"
"00-0032004","Will Tye","TE","FA","3043","TyexWi00","2512523","29046"
"00-0032008","Donteea Dye","WR","FA","2824","DyexDo00","3894952","29069"
"00-0032098","Daniel Brown","TE","FA","2751","BrowDa04","2519013","29102"
"00-0031972","Darius Jennings","WR","FA","2602","JennDa00","2577808","29038"
"00-0031744","Matt LaCosse","TE","FA","2944","LaCoMa00","2576179","28875"
"00-0031782","Eli Rogers","WR","FA","2980","RogeEl00","2576643","28669"
"00-0032319","Ross Travis","TE","FA","3041","TravRo00","3936647","29208"
"00-0031690","Eric Tomlinson","TE","FA","2755","TomlEr01","2511973","28658"
"00-0031237","Teddy Bridgewater","QB","FA","2152","BridTe00","16728","27560"
"00-0031409","Johnny Manziel","QB","FA","1907","ManzJo00","16736","27550"
"00-0031407","Blake Bortles","QB","FA","1979","BortBl00","16724","27531"
"00-0031288","A.J. McCarron","QB","FA","1895","McCaA.00","16810","27692"
"00-0031280","Derek Carr","QB","FA","2028","CarrDe02","16757","27564"
"00-0031266","Zach Mettenberger","QB","FA","1935","MettZa00","16814","27706"
"00-0031260","Logan Thomas","TE","FA","2251","ThomLo00","16813","27648"
"00-0031064","Tom Savage","QB","FA","1957","SavaTo00","16943","27663"
"00-0031391","Tre Mason","RB","FA","2231","MasoTr00","16784","27603"
"00-0031057","Ka'Deem Carey","RB","FA","2104","CareKa00","16942","27645"
"00-0031413","Bishop Sankey","RB","FA","1937","SankBi00","16794","27582"
"00-0031301","Jeremy Hill","RB","FA","1892","HillJe01","16803","27583"
"00-0031390","Charles Sims","RB","FA","2223","SimsCh00","16749","27597"
"00-0031045","Carlos Hyde","RB","FA","2257","HydeCa00","16777","27585"
"00-0031055","Andre Williams","RB","FA","2088","WillAn00","16889","27641"
"00-0031060","De'Anthony Thomas","WR","FA","2023","ThomDe05","16945","27652"
"00-0031285","Devonta Freeman","RB","FA","2168","FreeDe00","16944","27631"
"00-0031243","Storm Johnson","RB","FA","1986","JohnSt03","16884","27750"
"00-0030656","Isaiah Crowell","RB","FA","1901","CrowIs00","17133","28014"
"00-0031325","Sammy Watkins","WR","FA","1817","WatkSa00","16725","27532"
"00-0031408","Mike Evans","WR","SFO","2216","EvanMi00","16737","27535"
"00-0031431","Marqise Lee","WR","FA","1987","LeexMa00","16787","27567"
"00-0031359","Kelvin Benjamin","TE","FA","2182","BenjKe00","16730","27556"
"00-0031236","Brandin Cooks","WR","BUF","2197","CookBr00","16731","27548"
"00-0031381","Davante Adams","WR","LAR","2133","AdamDa01","16800","27581"
"00-0031299","Jordan Matthews","TE","FA","1800","MattJo00","16763","27570"
"00-0031339","Donte Moncrief","WR","FA","1971","MoncDo00","16791","27618"
"00-0031428","Allen Robinson","WR","FA","1992","RobiAl02","16799","27589"
"00-0031235","Odell Beckham","WR","NYG","2078","BeckOd00","16733","27540"
"00-0031382","Jarvis Landry","WR","FA","1825","LandJa00","16790","27591"
"00-0031257","Paul Richardson","WR","FA","2279","RichPa01","16781","27573"
"00-0031021","Jared Abbrederis","WR","FA","2132","AbbrJa00","16836","27704"
"00-0030990","Josh Huff","WR","FA","1798","HuffJo00","16779","27614"
"00-0031189","T.J. Jones","WR","FA","2121","JoneT.00","16880","27717"
"00-0031310","Devin Street","WR","FA","2074","StreDe00","16815","27674"
"00-0031373","Martavis Bryant","WR","FA","1916","BryaMa00","16886","27646"
"00-0031326","Bruce Ellington","WR","FA","2255","ElliBr00","16946","27634"
"00-0031387","Eric Ebron","TE","FA","2118","EbroEr00","16732","27538"
"00-0031042","Jace Amaro","TE","FA","1849","AmarJa00","16792","27577"
"00-0031418","Austin Seferian-Jenkins","TE","FA","2222","SefeAu00","16795","27566"
"00-0031302","C.J. Fiedorowicz","TE","FA","1951","FiedC.00","16766","27593"
"00-0031035","Xavier Grimble","TE","FA","2082","GrimXa00","17348","28184"
"00-0031044","Troy Niklas","TE","FA","2245","NiklTr00","16797","27580"
"00-0030710","Trey Burton","TE","FA","1793","BurtTr01","16974","27789"
"00-0031375","Terrance West","RB","FA","1912","WestTe00","16783","27622"
"00-0031062","James White","RB","FA","1848","WhitJa02","16913","27658"
"00-0028702","Chris Matthews","WR","FA","2292","MattCh00","14285","25594"
"00-0030801","Brandon Coleman","WR","FA","2196","ColeBr00","17127","27921"
"00-0031344","Cody Latimer","WR","FA","2004","LatiCo00","16793","27584"
"00-0031345","Jimmy Garoppolo","QB","LAR","1837","GaroJi00","16760","27590"
"00-0031376","Jerick McKinnon","RB","FA","2161","McKiJe00","16782","27624"
"00-0031051","John Brown","WR","FA","2238","BrowJo02","16804","27619"
"00-0031384","Richard Rodgers","TE","FA","2146","RodgRi00","16786","27626"
"00-0030992","Crockett Gillmore","TE","FA","1868","GillCr00","16775","27627"
"00-0031066","Lorenzo Taliaferro","RB","FA","1880","TaliLo00","16950","27666"
"00-0031068","Ryan Grant","WR","FA","2093","GranRy01","16845","27670"
"00-0031075","Alfred Blue","RB","FA","1944","BlueAl00","16921","27709"
"00-0031076","David Fales","QB","FA","2106","FaleDa00","16821","27711"
"00-0031268","Walter Powell","WR","FA","2247","PoweWa00","16871","27724"
"00-0031023","Quincy Enunwa","WR","FA","1854","EnunQu00","16899","27737"
"00-0031395","Garrett Gilbert","QB","FA","2229","GilbGa01","16809","27742"
"00-0031025","Michael Campanaro","WR","FA","1866","CampMi02","16832","27746"
"00-0031001","Jeff Janis","WR","FA","2140","JaniJe00","16960","27764"
"00-0031291","James Wright","WR","IND","1898","WrigJa03","16922","27767"
"00-0030874","Damien Williams","RB","FA","1833","WillDa05","17359","28115"
"00-0030669","Albert Wilson","WR","FA","2025","WilsAl02","17051","28046"
"00-0031102","Kapri Bibbs","RB","FA","2001","BibbKa00","16969","27821"
"00-0030789","Antonio Andrews","RB","FA","1928","AndrAn00","17105","27946"
"00-0030854","Erik Swoope","TE","FA","1975","SwooEr00","17091","27914"
"00-0030821","Allen Hurns","WR","FA","1984","HurnAl01","17177","27874"
"00-0030780","Ryan Hewitt","RB","FA","1891","HewiRy00","17169","28021"
"00-0030670","Bennie Fowler","WR","FA","2003","FowlBe00","16995","27826"
"00-0030691","Jeremy Butler","WR","FA","1865","ButlJe01","17122","27976"
"00-0030705","Juwan Thompson","RB","FA","2011","ThomJu01","17045","27832"
"00-0030035","Adam Thielen","WR","FA","1689","ThieAd00","16460","27277"
"00-0031277","Branden Oliver","RB","FA","2050","OlivBr01","17452","28272"
"00-0031123","Darrin Reaves","RB","KCC","2193","ReavDa00","17397","27943"
"00-0030663","Willie Snead","WR","FA","1911","SneaWi00","17258","28026"
"00-0030920","Javontee Herndon","WR","FA","2049","HernJa00","17005","27852"
"00-0031118","Corey Brown","WR","FA","2185","BrowPh00","17399","27938"
"00-0031228","Taylor Gabriel","WR","FA","1903","GabrTa00","17437","28234"
"00-0030860","Orleans Darkwa","RB","FA","1819","DarkOr00","17331","28169"
"00-0031332","Fitzgerald Toussaint","RB","FA","2282","TousFi00","17465","28283"
"00-0030968","Keith Smith","RB","FA","2073","SmitKe03","17315","28141"
"00-0030668","Charcandrick West","RB","FA","2024","WestCh01","17284","28044"
"00-0031273","Cameron Brate","TE","FA","2214","BratCa00","17453","28267"
"00-0031166","Seth Roberts","WR","FA","2039","RobeSe00","17402","28214"
"00-0030565","Geno Smith","QB","NYJ","1373","SmitGe00","15864","26662"
"00-0030533","Matt Barkley","QB","FA","1338","BarkMa00","15948","26721"
"00-0030520","Mike Glennon","QB","FA","1559","GlenMi00","15837","26696"
"00-0030526","E.J. Manuel","QB","FA","1349","ManuEJ00","15803","26639"
"00-0030524","Landry Jones","QB","FA","1411","JoneLa02","15904","26738"
"00-0030024","Jeff Tuel","QB","FA","1644","TuelJe00","16237","27019"
"00-0030522","Montee Ball","RB","FA","1454","BallMo00","15823","26681"
"00-0030287","Andre Ellington","RB","FA","1575","ElliAn00","15893","26810"
"00-0030282","Stepfan Taylor","RB","FA","1579","TaylSt00","15981","26763"
"00-0030465","Kenjon Barner","RB","FA","1546","BarnKe00","15921","26805"
"00-0030432","Christine Michael","RB","FA","1596","MichCh00","15855","26685"
"00-0030433","Mike Gillislee","RB","FA","1353","GillMi00","15952","26787"
"00-0030288","Rex Burkhead","RB","FA","1387","BurkRe00","15971","26813"
"00-0030236","Dennis Johnson","RB","FA",,"JohnDe02","16495","27311"
"00-0030117","Kerwynn Williams","RB","FA","1441","WillKe05","16024","26853"
"00-0030404","Chris Thompson","RB","FA","1502","ThomCh03","15966","26777"
"00-0030107","Theo Riddick","RB","FA","1517","RiddTh00","15994","26822"
"00-0030536","Zac Stacy","RB","FA","1573","StacZa00","15996","26783"
"00-0030391","Mike James","RB","DET","1560","JameMi00","15968","26812"
"00-0030496","Le'Veon Bell","RB","FA","1408","BellLe00","15825","26671"
"00-0030456","Giovani Bernard","RB","FA","1386","BernGi00","15826","26660"
"00-0030280","Knile Davis","RB","FA","1463","DaviKn00","15832","26719"
"00-0030414","Spencer Ware","RB","FA","1601","WareSp00","16020","26817"
"00-0030388","Joseph Randle","RB","FA","1487","RandJo01","16013","26774"
"00-0030485","Eddie Lacy","RB","FA","1527","LacyEd00","15848","26684"
"00-0030547","Denard Robinson","RB","FA","1449","RobiDe00","15951","26758"
"00-0030542","Terrance Williams","WR","FA","1490","WillTe01","15878","26697"
"00-0030521","Justin Hunter","WR","FA","1418","HuntJu00","15845","26657"
"00-0030525","Tavon Austin","WR","FA","1567","AustTa00","15786","26631"
"00-0030540","Aaron Dobson","WR","FA","1365","DobsAa00","15834","26682"
"00-0030290","Cobi Hamilton","WR","FA","1390","HamiCo00","15983","26820"
"00-0030450","Quinton Patton","WR","FA","1589","PattQu00","16026","26751"
"00-0030091","Tavarres King","WR","FA","1456","KingTa00","15911","26784"
"00-0030095","Corey Fuller","WR","NOS","1514","FullCo00","16014","26794"
"00-0030279","Keenan Allen","WR","IND","1479","AlleKe00","15818","26699"
"00-0030532","Stedman Bailey","WR","FA","1568","BailSt01","15822","26715"
"00-0030578","Cordarrelle Patterson","RB","FA","1535","PattCo00","15807","26652"
"00-0030043","Da'Rick Rogers","WR","FA","1673","RogeDa01","16159","27009"
"00-0030085","Kenny Stills","WR","FA","1555","StilKe00","16016","26767"
"00-0030431","Robert Woods","WR","FA","1352","WoodRo02","15880","26664"
"00-0030460","Markus Wheaton","WR","FA","1413","WheaMa00","15873","26702"
"00-0030047","Marquess Wilson","WR","FA","1512","WilsMa02","16023","26859"
"00-0030564","DeAndre Hopkins","WR","FA","1426","HopkDe00","15795","26650"
"00-0030550","Ace Sanders","WR","FA","1450","SandAc00","16022","26724"
"00-0030147","Russell Shepard","WR","FA","1333","ShepRu00","16227","27055"
"00-0030068","Marquise Goodwin","WR","FA","1346","GoodMa00","15839","26701"
"00-0029883","Joseph Fauria","TE","FA","1628","FaurJo00","16330","27187"
"00-0030506","Travis Kelce","TE","KCC","1466","KelcTr00","15847","26686"
"00-0030061","Zach Ertz","TE","FA","1339","ErtzZa00","15835","26658"
"00-0030472","Jordan Reed","TE","FA","1500","ReedJo02","15860","26708"
"00-0030422","Dion Sims","TE","FA","1357","SimsDi00","15974","26729"
"00-0030549","Tyler Eifert","TE","FA","1388","EifeTy00","15788","26644"
"00-0030544","Gavin Escobar","TE","MIA","1485","EscoGa00","15836","26670"
"00-0030443","Levine Toilolo","TE","FA","1642","ToilLe00","15980","26756"
"00-0030049","Chris Gragg","TE","NYJ","1347","GragCh00","15940","26845"
"00-0030470","Vance McDonald","TE","FA","1587","McDoVa00","15853","26678"
"00-0030514","Mychal Rivera","TE","FA","1477","RiveMy00","15923","26807"
"00-0029104","Jonas Gray","RB","FA","1698","GrayJo00","15364","26273"
"00-0029892","Kyle Juszczyk","RB","SFO","1379","JuszKy00","16002","26753"
"00-0030089","Luke Willson","TE","FA","1603","WillLu00","16121","26781"
"00-0030513","Latavius Murray","RB","FA","1476","MurrLa00","15920","26804"
"00-0030466","Justin Brown","WR","FA","1409","BrowJu00","16011","26809"
"00-0030108","Ryan Griffin","TE","FA","1425","GrifRy00","15887","26824"
"00-0030516","Brice Butler","WR","FA","1471","ButlBr00","15896","26832"
"00-0030112","Tommy Bohanon","RB","FA","1369","BohaTo00","15973","26838"
"00-0030113","Charles Johnson","WR","PHI","1530","JohnCh08","15885","26839"
"00-0030128","Michael Cox","RB","FA","1491","CoxxMi00","15929","26876"
"00-0029795","Benny Cunningham","RB","FA","1564","CunnBe01","16055","27167"
"00-0029878","MarQueis Gray","TE","FA","1636","GrayMa00","16323","27213"
"00-0030000","Kenbrell Thompkins","WR","FA","1655","ThomKe02","16381","27235"
"00-0030155","Demetrius Harris","TE","FA","1619","HarrDe03","16318","27174"
"00-0029854","C.J. Anderson","RB","FA","1451","AndeC.00","16040","26878"
"00-0030300","Jaron Brown","WR","FA","1684","BrowJa03","16172","27074"
"00-0030419","Matt McGloin","QB","KCC","1747","McGlMa01","16593","27429"
"00-0030348","Khiry Robinson","RB","FA","1720","RobiKh00","16530","27378"
"00-0029931","Zach Line","RB","FA","1693","LineZa01","16366","27135"
"00-0030400","Marlon Brown","WR","FA","1675","BrowMa00","16581","27422"
"00-0029778","Darius Johnson","WR","FA",,"JohnDa06","16196",
"00-0030181","Jack Doyle","TE","FA","1706","DoylJa00","16504","27299"
"00-0029910","Tim Wright","TE","FA","1635","WrigTi01","16285","27050"
